"tick","UAV-UAV","Manned-Manned","UAV-Manned"
1531.0,286,0,0
1534.0,287,0,0
1537.0,288,0,0
1540.0,289,0,0
1543.0,291,0,0
1546.0,292,0,0
1549.0,293,0,0
1552.0,295,0,0
1555.0,296,0,0
1558.0,297,0,0
1561.0,299,0,0
1564.0,301,0,0
1567.0,303,0,0
1570.0,303,0,0
1573.0,303,0,0
1576.0,303,0,0
1579.0,303,0,0
1582.0,303,0,0
1585.0,303,0,0
1588.0,303,0,0
1591.0,303,0,0
1594.0,303,0,0
1597.0,303,0,0
1600.0,303,0,0
1603.0,303,0,0
1606.0,303,0,0
1609.0,303,0,0
1612.0,303,0,0
1615.0,303,0,0
1618.0,303,0,0
1621.0,303,0,0
1624.0,303,0,0
1627.0,303,0,0
1630.0,303,0,0
1633.0,303,0,0
1636.0,303,0,0
1639.0,303,0,0
1642.0,303,0,0
1645.0,303,0,0
1648.0,303,0,0
1651.0,303,0,0
1654.0,303,0,0
1657.0,303,0,0
1660.0,303,0,0
1663.0,303,0,0
1666.0,303,0,0
1669.0,303,0,0
1672.0,303,0,0
1675.0,303,0,0
1678.0,303,0,0
1681.0,303,0,0
1684.0,303,0,0
1687.0,303,0,0
1690.0,303,0,0
1693.0,303,0,0
1696.0,303,0,0
1699.0,303,0,0
1702.0,303,0,0
1705.0,303,0,0
1708.0,303,0,0
1711.0,303,0,0
1714.0,303,0,0
1717.0,303,0,0
1720.0,303,0,0
1723.0,303,0,0
1726.0,303,0,0
1729.0,303,0,0
1732.0,303,0,0
1735.0,303,0,0
1738.0,303,0,0
1741.0,303,0,0
1744.0,303,0,0
1747.0,303,0,0
1750.0,303,0,0
1753.0,303,0,0
1756.0,303,0,0
1759.0,303,0,0
1762.0,303,0,0
1765.0,303,0,0
1768.0,303,0,0
1771.0,303,0,0
1774.0,303,0,0
1777.0,303,0,0
1780.0,303,0,0
1783.0,303,0,0
1786.0,303,0,0
1789.0,303,0,0
1792.0,303,0,0
1795.0,303,0,0
1798.0,303,0,0
1801.0,303,0,0
1804.0,303,0,0
1807.0,303,0,0
1810.0,303,0,0
1812.0,303,0,0
